Muestra,Sigma,Beta,Lambda,Iteraciones,CritParada,CotaError,BitsMantisa,Tiempo
data/X3.txt,nan,-nan,nan,100,Relativo,0.1,30,8720
data/X3.txt,nan,-nan,nan,100,Absoluto,0.001,10,15610
data/X3.txt,nan,-nan,nan,100,Absoluto,0.01,10,15440
data/X3.txt,nan,-nan,nan,100,Absoluto,0.1,10,15520
data/X3.txt,nan,-nan,nan,100,Relativo,0.001,10,15700
data/X3.txt,nan,-nan,nan,100,Relativo,0.01,10,15390
data/X3.txt,nan,-nan,nan,100,Relativo,0.1,10,15490
data/X4.txt,2.24167,3.01486,1.85459,6,Absoluto,0.001,51,40
data/X4.txt,2.24167,3.01486,1.85459,6,Absoluto,0.01,51,40
data/X4.txt,2.24196,3.01531,1.8541,5,Absoluto,0.1,51,30
data/X4.txt,2.24167,3.01486,1.85459,6,Relativo,0.001,51,40
data/X4.txt,2.24196,3.01531,1.8541,5,Relativo,0.01,51,30
data/X4.txt,2.25861,3.04107,1.82631,4,Relativo,0.1,51,20
data/X4.txt,2.24168,3.01487,1.85458,6,Absoluto,0.001,30,270
data/X4.txt,2.24168,3.01487,1.85458,6,Absoluto,0.01,30,270
data/X4.txt,2.24197,3.01532,1.85409,5,Absoluto,0.1,30,230
data/X4.txt,2.24168,3.01487,1.85458,6,Relativo,0.001,30,270
data/X4.txt,2.24197,3.01532,1.85409,5,Relativo,0.01,30,220
data/X4.txt,2.25862,3.04108,1.8263,4,Relativo,0.1,30,180
data/X4.txt,2.12695,2.10742,1.15039,100,Absoluto,0.001,10,7990
data/X4.txt,2.12695,2.10742,1.15039,100,Absoluto,0.01,10,8380
data/X4.txt,1.69675e-08,0.199829,36.4688,39,Absoluto,0.1,10,3230
data/X4.txt,2.12695,2.10742,1.15039,100,Relativo,0.001,10,8210
data/X4.txt,2.12695,2.10742,1.15039,100,Relativo,0.01,10,8080
data/X4.txt,2.125,2.10547,1.15039,5,Relativo,0.1,10,390
data/X5.txt,2.01478,2.52392,2.97995,7,Absoluto,0.001,51,120
data/X5.txt,2.01484,2.52397,2.97983,6,Absoluto,0.01,51,100
data/X5.txt,2.02242,2.53172,2.96296,5,Absoluto,0.1,51,80
data/X5.txt,2.01478,2.52392,2.97995,7,Relativo,0.001,51,130
data/X5.txt,2.01484,2.52397,2.97983,6,Relativo,0.01,51,110
data/X5.txt,2.02242,2.53172,2.96296,5,Relativo,0.1,51,80
data/X5.txt,2.01485,2.52398,2.9798,7,Absoluto,0.001,30,780
data/X5.txt,2.0149,2.52403,2.97968,6,Absoluto,0.01,30,680
data/X5.txt,2.0225,2.53179,2.96279,5,Absoluto,0.1,30,570
data/X5.txt,2.01485,2.52398,2.9798,7,Relativo,0.001,30,800
data/X5.txt,2.0149,2.52403,2.97968,6,Relativo,0.01,30,680
data/X5.txt,2.0225,2.53179,2.96279,5,Relativo,0.1,30,560
data/X5.txt,nan,-nan,nan,100,Absoluto,0.001,10,20670
data/X5.txt,nan,-nan,nan,100,Absoluto,0.01,10,20260
data/X5.txt,nan,-nan,nan,100,Absoluto,0.1,10,20040
data/X5.txt,nan,-nan,nan,100,Relativo,0.001,10,19520
data/X5.txt,nan,-nan,nan,100,Relativo,0.01,10,19540
data/X5.txt,nan,-nan,nan,100,Relativo,0.1,10,19370
data/X6.txt,3.106,5.37172,1.76411,6,Absoluto,0.001,51,100
data/X6.txt,3.106,5.37172,1.76411,5,Absoluto,0.01,51,90
data/X6.txt,3.10637,5.37307,1.76333,4,Absoluto,0.1,51,70
data/X6.txt,3.106,5.37172,1.76411,5,Relativo,0.001,51,90
data/X6.txt,3.106,5.37172,1.76411,5,Relativo,0.01,51,80
data/X6.txt,3.12342,5.43493,1.72803,3,Relativo,0.1,51,50
data/X6.txt,3.10605,5.37189,1.764,6,Absoluto,0.001,30,670
data/X6.txt,3.10605,5.37189,1.764,5,Absoluto,0.01,30,560
data/X6.txt,3.10642,5.37322,1.76323,4,Absoluto,0.1,30,490
data/X6.txt,3.10605,5.37189,1.764,5,Relativo,0.001,30,580
data/X6.txt,3.10605,5.37189,1.764,5,Relativo,0.01,30,580
data/X6.txt,3.12346,5.43507,1.72794,3,Relativo,0.1,30,340
data/X6.txt,nan,-nan,nan,100,Absoluto,0.001,10,19610
data/X6.txt,nan,-nan,nan,100,Absoluto,0.01,10,20640
data/X6.txt,nan,-nan,nan,100,Absoluto,0.1,10,19400
data/X6.txt,nan,-nan,nan,100,Relativo,0.001,10,19370
data/X6.txt,nan,-nan,nan,100,Relativo,0.01,10,19280
data/X6.txt,nan,-nan,nan,100,Relativo,0.1,10,19470
data/X7.txt,0.508847,3.14533,0.967074,5,Absoluto,0.001,51,40
data/X7.txt,0.508847,3.14533,0.967074,5,Absoluto,0.01,51,30
data/X7.txt,0.508868,3.14553,0.966972,4,Absoluto,0.1,51,30
data/X7.txt,0.508847,3.14533,0.967074,5,Relativo,0.001,51,30
data/X7.txt,0.508868,3.14553,0.966972,4,Relativo,0.01,51,20
data/X7.txt,0.511073,3.16673,0.956409,3,Relativo,0.1,51,10
data/X7.txt,0.508845,3.14531,0.967082,5,Absoluto,0.001,30,220
data/X7.txt,0.508845,3.14531,0.967082,5,Absoluto,0.01,30,240
data/X7.txt,0.508866,3.14552,0.966979,4,Absoluto,0.1,30,190
data/X7.txt,0.508845,3.14531,0.967082,5,Relativo,0.001,30,230
data/X7.txt,0.508866,3.14552,0.966979,4,Relativo,0.01,30,180
data/X7.txt,0.511071,3.16672,0.956415,3,Relativo,0.1,30,130
data/X7.txt,nan,-nan,nan,100,Absoluto,0.001,10,7790
data/X7.txt,nan,-nan,nan,100,Absoluto,0.01,10,7800
data/X7.txt,1.48582e+06,-0.228149,26.25,6,Absoluto,0.1,10,470
data/X7.txt,nan,-nan,nan,100,Relativo,0.001,10,7770
data/X7.txt,nan,-nan,nan,100,Relativo,0.01,10,7770
data/X7.txt,nan,-nan,nan,100,Relativo,0.1,10,7830
